"Laboratory","Facility","Country","City","Sample Population","Sample Sub-Population","Reference Sample Type","Sample Set","Reference Method","Repeats","Blinding","Test Type","Test Format","Use Case","Test Name","Manufacturer","Catalog Number","Lot Number","Index Sample Type","Target","Antigen Used for Detection","RNA Extraction Kit","Estimated LoD","LoD Unit","Higher Cut-off","Lower Cut-off","Ct Value","Days of Sickness","Total Positive","Total Negative","True Positive","True Negative","Sensitivity","Specificity","Link to Publication","DOI","Comments"
"General Hospital of Central Theater Command of PLA","Hospital","China","Wuhan","Symptomatic patients","Not available","Pharyngeal swabs","Prospectively collected set","Clinical examination; RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","2019-nCoV IgG/IgM Antibody Detection Kit","Zhuhai Lizhu Reagent Co., Ltd.","Not available","Not available","Serum","IgG; IgM","Not available","Shuoshi, Shanghai, China","Not available","Not available","Not available","Not available","Not available","Overall","238","120","194","116","81.5","96.7","https://www.medrxiv.org/content/10.1101/2020.03.06.20031856v1.full.pdf","10.1101/2020.03.06.20031856","Not available"
"General Hospital of Central Theater Command of PLA","Hospital","China","Wuhan","Symptomatic patients","Not available","Pharyngeal swabs","Prospectively collected set","Clinical examination; RT-PCR","Not available","Not available","Molecular","Manual PCR","Not available","Novel Coronavirus (2019-nCoV) Real Time Multiplex RT-PCR kit","DAAN Gene Co., Ltd of Sun Yat-sen University","Not available","Not available","Pharyngeal swabs","Fresh RNA extracted","Not available","Shuoshi, Shanghai, China","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","125","Not available","98","Not available","78.4","Not available","https://www.medrxiv.org/content/10.1101/2020.03.06.20031856v1.full.pdf","10.1101/2020.03.06.20031856","Not available"
"General Hospital of Central Theater Command of PLA","Hospital","China","Wuhan","Symptomatic patients","Not available","Pharyngeal swabs","Prospectively collected set","Clinical examination; RT-PCR","Not available","Not available","Molecular","Manual PCR","Not available","Novel Coronavirus (2019-nCoV) Real Time Multiplex RT-PCR kit","DAAN Gene Co., Ltd of Sun Yat-sen University","Not available","Not available","Pharyngeal swabs","Fresh RNA extracted","Not available","Shuoshi, Shanghai, China","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","63","Not available","35","Not available","55.6","Not available","https://www.medrxiv.org/content/10.1101/2020.03.06.20031856v1.full.pdf","10.1101/2020.03.06.20031856","Not available"
"General Hospital of Central Theater Command of PLA","Hospital","China","Wuhan","Symptomatic patients","Not available","Pharyngeal swabs","Prospectively collected set","Clinical examination; RT-PCR","Not available","Not available","Molecular","Manual PCR","Not available","Novel Coronavirus (2019-nCoV) Real Time Multiplex RT-PCR kit","DAAN Gene Co., Ltd of Sun Yat-sen University","Not available","Not available","Pharyngeal swabs","Fresh RNA extracted","Not available","Shuoshi, Shanghai, China","Not available","Not available","Not available","Not available","Not available","Late (>14)","50","Not available","20","Not available","40","Not available","https://www.medrxiv.org/content/10.1101/2020.03.06.20031856v1.full.pdf","10.1101/2020.03.06.20031856","Not available"
"General Hospital of Central Theater Command of PLA","Hospital","China","Wuhan","Symptomatic patients","Not available","Pharyngeal swabs","Prospectively collected set","Clinical examination; RT-PCR","Not available","Not available","Molecular","Manual PCR","Not available","Novel Coronavirus (2019-nCoV) Real Time Multiplex RT-PCR kit","DAAN Gene Co., Ltd of Sun Yat-sen University","Not available","Not available","Pharyngeal swabs","Fresh RNA extracted","Not available","Shuoshi, Shanghai, China","Not available","Not available","Not available","Not available","Not available","Overall","238","Not available","153","Not available","64.3","Not available","https://www.medrxiv.org/content/10.1101/2020.03.06.20031856v1.full.pdf","10.1101/2020.03.06.20031856","Not available"
"Institute for Medical Virology, University Hospital, Goethe University","Hospital","Germany","Frankfurt","Confirmed COVID-19 patients","Moderate; Severe","Not available","Prospectively collected set","RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","Anti-SARS-CoV-2 ELISA (IgG) (manual, automated)","EUROIMMUN AG","Not available","Not available","Plasma; Serum","IgG","Not available","Not available","Not available","Not available","Ratio >=1.1","Ratio <0.8","Not available","Early (~1-7)","17","Not available","10","Not available","58.8","Not available","https://www.biorxiv.org/content/biorxiv/early/2020/05/10/2020.05.08.085506.full.pdf","10.1101/2020.05.08.085506","Control: samples of individuals with selected PCR- or serologically-confirmed infections"
"Institute for Medical Virology, University Hospital, Goethe University","Hospital","Germany","Frankfurt","Confirmed COVID-19 patients","Moderate; Severe","Not available","Prospectively collected set","RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","Anti-SARS-CoV-2 ELISA (IgG) (manual, automated)","EUROIMMUN AG","Not available","Not available","Plasma; Serum","IgG","Not available","Not available","Not available","Not available","Ratio >=1.1","Ratio <0.8","Not available","Intermediate (~8-14)","16","Not available","15","Not available","93.8","Not available","https://www.biorxiv.org/content/biorxiv/early/2020/05/10/2020.05.08.085506.full.pdf","10.1101/2020.05.08.085506","Control: samples of individuals with selected PCR- or serologically-confirmed infections"
"Institute for Medical Virology, University Hospital, Goethe University","Hospital","Germany","Frankfurt","Confirmed COVID-19 patients","Moderate; Severe","Not available","Prospectively collected set","RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","Anti-SARS-CoV-2 ELISA (IgG) (manual, automated)","EUROIMMUN AG","Not available","Not available","Plasma; Serum","IgG","Not available","Not available","Not available","Not available","Ratio >=1.1","Ratio <0.8","Not available","Overall","33","26","25","25","75.8","96.2","https://www.biorxiv.org/content/biorxiv/early/2020/05/10/2020.05.08.085506.full.pdf","10.1101/2020.05.08.085506","Control: samples of individuals with selected PCR- or serologically-confirmed infections"
"Barnes Jewish Hospital Laboratory","Hospital","United States of America (USA)","Saint Louis","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs; Oropharyngeal swabs; Other; Lower respiratory specimen","Not available","RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection; Detection of past infection","EI SARS-Cov-2 IgG assay","EUROIMMUN AG","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Ratio >=1.1","Ratio <0.8","Not available","Early (~1-7)","32","Not available","5","Not available","15.6","Not available","https://academic.oup.com/clinchem/advance-article/doi/10.1093/clinchem/hvaa120/5836557","10.1093/clinchem/hvaa120","Controls: symptomatic but PCR negative for SARS-CoV-2; pre-pandemic controls; patients with other coronaviruses confirmed by molecular testing but PCR negative for COVID-19; patients with Influenza A or B; specimens with potentially interfering antibodies Analysis on an automated Inova QUANTA-Lyser 240 (Inova Diagnostics Inc.)"
"Barnes Jewish Hospital Laboratory","Hospital","United States of America (USA)","Saint Louis","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs; Oropharyngeal swabs; Other; Lower respiratory specimen","Not available","RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection; Detection of past infection","EI SARS-Cov-2 IgG assay","EUROIMMUN AG","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Ratio >=1.1","Ratio <0.8","Not available","Intermediate (~8-14)","23","Not available","13","Not available","56.5","Not available","https://academic.oup.com/clinchem/advance-article/doi/10.1093/clinchem/hvaa120/5836557","10.1093/clinchem/hvaa120","Controls: symptomatic but PCR negative for SARS-CoV-2; pre-pandemic controls; patients with other coronaviruses confirmed by molecular testing but PCR negative for COVID-19; patients with Influenza A or B; specimens with potentially interfering antibodies Analysis on an automated Inova QUANTA-Lyser 240 (Inova Diagnostics Inc.)"
"Barnes Jewish Hospital Laboratory","Hospital","United States of America (USA)","Saint Louis","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs; Oropharyngeal swabs; Other; Lower respiratory specimen","Not available","RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection; Detection of past infection","EI SARS-Cov-2 IgG assay","EUROIMMUN AG","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Ratio >=1.1","Ratio <0.8","Not available","Late (>14)","48","Not available","41","Not available","85.4","Not available","https://academic.oup.com/clinchem/advance-article/doi/10.1093/clinchem/hvaa120/5836557","10.1093/clinchem/hvaa120","Controls: symptomatic but PCR negative for SARS-CoV-2; pre-pandemic controls; patients with other coronaviruses confirmed by molecular testing but PCR negative for COVID-19; patients with Influenza A or B; specimens with potentially interfering antibodies Analysis on an automated Inova QUANTA-Lyser 240 (Inova Diagnostics Inc.)"
"Barnes Jewish Hospital Laboratory","Hospital","United States of America (USA)","Saint Louis","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs; Oropharyngeal swabs; Other; Lower respiratory specimen","Not available","RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection; Detection of past infection","EI SARS-Cov-2 IgG assay","EUROIMMUN AG","Not available","Not available","Serum","IgG","Not available","Not available","Not available","Not available","Ratio >=1.1","Ratio <0.8","Not available","Overall","103","153","64","145","62.1","94.8","https://academic.oup.com/clinchem/advance-article/doi/10.1093/clinchem/hvaa120/5836557","10.1093/clinchem/hvaa120","Controls: symptomatic but PCR negative for SARS-CoV-2; pre-pandemic controls; patients with other coronaviruses confirmed by molecular testing but PCR negative for COVID-19; patients with Influenza A or B; specimens with potentially interfering antibodies Analysis on an automated Inova QUANTA-Lyser 240 (Inova Diagnostics Inc.)"
